0.000000E+00,0.000000E+00,0.000000E+00
4.860858E+01,-1.009906E-04,5.076761E-06
9.721716E+01,-4.105721E-04,2.097889E-05
1.458257E+02,-9.496988E-04,4.989646E-05
1.944343E+02,-1.757420E-03,9.614057E-05
2.430429E+02,-2.898591E-03,1.674703E-04
2.916515E+02,-4.478667E-03,2.778954E-04
3.402600E+02,-6.672758E-03,4.538786E-04
3.888686E+02,-9.786539E-03,7.493254E-04
4.374772E+02,-1.439676E-02,1.286182E-03
4.860858E+02,-2.171149E-02,2.366613E-03
5.346943E+02,-3.645745E-02,3.707945E-03
5.391868E+02,-3.915212E-02,4.577592E-03
5.437172E+02,-4.173711E-02,5.860982E-03
5.482858E+02,-4.425756E-02,7.310854E-03
5.528925E+02,-4.689488E-02,8.903196E-03
5.575380E+02,-4.976977E-02,1.076614E-02
5.622225E+02,-5.291792E-02,1.310962E-02
5.669464E+02,-5.625883E-02,1.623048E-02
5.717098E+02,-5.946061E-02,2.051164E-02
5.765137E+02,-6.165299E-02,2.621967E-02
5.813577E+02,-6.131588E-02,3.264209E-02
5.862424E+02,-5.790110E-02,3.695491E-02
5.928827E+02,-5.431461E-02,3.583485E-02
5.995983E+02,-5.788830E-02,3.242301E-02
6.063903E+02,-6.649007E-02,3.210241E-02
6.132590E+02,-7.778022E-02,3.560412E-02
6.202054E+02,-9.130965E-02,4.322182E-02
6.272305E+02,-1.073406E-01,5.636699E-02
6.343352E+02,-1.258757E-01,7.835075E-02
6.415204E+02,-1.447321E-01,1.156997E-01
6.487873E+02,-1.532603E-01,1.788559E-01
6.561361E+02,-1.178680E-01,2.699200E-01
6.635684E+02,4.023481E-04,3.305042E-01
6.681011E+02,8.459525E-02,3.119578E-01
6.726654E+02,1.418078E-01,2.613179E-01
6.772604E+02,1.665890E-01,2.049728E-01
6.818869E+02,1.699255E-01,1.577515E-01
6.865453E+02,1.628500E-01,1.224843E-01
6.912352E+02,1.518872E-01,9.734435E-02
6.959575E+02,1.402469E-01,7.984086E-02
7.007116E+02,1.294975E-01,6.796636E-02
7.054983E+02,1.205863E-01,6.014757E-02
7.103180E+02,1.141753E-01,5.478454E-02
7.151702E+02,1.101709E-01,4.998386E-02
7.187859E+02,1.079760E-01,4.595322E-02
7.224199E+02,1.056518E-01,4.153747E-02
7.260718E+02,1.028508E-01,3.717151E-02
7.297426E+02,9.961998E-02,3.326745E-02
7.334319E+02,9.618854E-02,3.004013E-02
7.371398E+02,9.279970E-02,2.753924E-02
7.408666E+02,8.966564E-02,2.572731E-02
7.446122E+02,8.698346E-02,2.451269E-02
7.483762E+02,8.494707E-02,2.372766E-02
7.521598E+02,8.369979E-02,2.308111E-02
7.559623E+02,8.321214E-02,2.217259E-02
7.561774E+02,8.320233E-02,2.210547E-02
7.563925E+02,8.319397E-02,2.203633E-02
7.566072E+02,8.318695E-02,2.196524E-02
7.568224E+02,8.318118E-02,2.189191E-02
7.570377E+02,8.317658E-02,2.181644E-02
7.572530E+02,8.317307E-02,2.173875E-02
7.574683E+02,8.317055E-02,2.165887E-02
7.576838E+02,8.316899E-02,2.157677E-02
7.578989E+02,8.316819E-02,2.149256E-02
7.581144E+02,8.316816E-02,2.140595E-02
7.583300E+02,8.316877E-02,2.131709E-02
7.626092E+02,8.318716E-02,1.911280E-02
7.669125E+02,8.288967E-02,1.628138E-02
7.712397E+02,8.211955E-02,1.324484E-02
7.755917E+02,8.101564E-02,1.028060E-02
7.799683E+02,7.977393E-02,7.449747E-03
7.843696E+02,7.852150E-02,4.680826E-03
7.887957E+02,7.729010E-02,1.853349E-03
7.932468E+02,7.602006E-02,-1.145297E-03
7.977226E+02,7.458004E-02,-4.362380E-03
8.022241E+02,7.284147E-02,-7.726450E-03
8.067509E+02,7.082411E-02,-1.109064E-02
8.096522E+02,6.948660E-02,-1.322875E-02
8.125634E+02,6.817472E-02,-1.544676E-02
8.154856E+02,6.687815E-02,-1.788050E-02
8.184183E+02,6.549530E-02,-2.067575E-02
8.213610E+02,6.382893E-02,-2.393971E-02
8.243148E+02,6.159803E-02,-2.769679E-02
8.272788E+02,5.846839E-02,-3.183531E-02
8.302538E+02,5.411065E-02,-3.605956E-02
8.332396E+02,4.831587E-02,-3.986033E-02
8.362357E+02,4.114965E-02,-4.257568E-02
8.392431E+02,3.305733E-02,-4.358373E-02
8.432391E+02,2.224946E-02,-4.181457E-02
8.472543E+02,1.297368E-02,-3.703163E-02
8.512886E+02,6.155744E-03,-3.062667E-02
8.553422E+02,1.678858E-03,-2.394666E-02
8.594150E+02,-1.104157E-03,-1.777976E-02
8.635076E+02,-2.892712E-03,-1.238933E-02
8.676193E+02,-4.241880E-03,-7.726558E-03
8.717506E+02,-5.545108E-03,-3.580814E-03
8.759016E+02,-7.056294E-03,3.556870E-04
8.800723E+02,-8.879792E-03,4.470723E-03
8.842628E+02,-1.092316E-02,9.188779E-03
8.872587E+02,-1.235013E-02,1.311969E-02
8.902642E+02,-1.357525E-02,1.762609E-02
8.932804E+02,-1.441485E-02,2.275300E-02
8.963063E+02,-1.466236E-02,2.850943E-02
8.993430E+02,-1.407407E-02,3.486761E-02
9.023895E+02,-1.235519E-02,4.172484E-02
9.054468E+02,-9.171510E-03,4.885099E-02
9.085139E+02,-4.217299E-03,5.581613E-02
9.115920E+02,2.657562E-03,6.197404E-02
9.146799E+02,1.127307E-02,6.653337E-02
9.177789E+02,2.102584E-02,6.878529E-02
9.851262E+02,4.782563E-02,8.000828E-03
1.057416E+03,3.692726E-02,2.476064E-03
1.135009E+03,3.203065E-02,1.307057E-03
1.218297E+03,2.910282E-02,8.442022E-04
1.307697E+03,2.710281E-02,6.000303E-04
1.403657E+03,2.563740E-02,4.500240E-04
1.506658E+03,2.451754E-02,3.491779E-04
1.617218E+03,2.363754E-02,2.773187E-04
1.735890E+03,2.293226E-02,2.240110E-04
1.863271E+03,2.235864E-02,1.832854E-04
2.000000E+03,2.188681E-02,1.514706E-04
